Material,Material Description,Material Group,Division,EAN/UPC,Weight unit,Gross Weight,Net Weight,Material type descr.,Material Group Desc.,Material grp desc. 2,Name,PH Level 01,PH Level 01 - Desc.,PH Level 02,PH Level 02 - Desc.,PH Level 03,PH Level 03 - Desc.,PH Level 04,PH Level 04 - Desc.,PH Level 05,PH Level 05 - Desc.
MT-PT0109149L,"2.7/3.5 Med Dis Humerus Plate,L,9H L136",TI-PT006,TI,08904255305267,KG,0.000,0.000,FG Material-Trauma,DHP-2.7/3.5mm medial,DHP - Distal Humeral,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,001,2.7/3.5 Medial Distal Humerus Plate
MT-PT0109149LA,"2.7/3.5 MED DIS HUMERUS PLATE,L,9H L136",TI-PT006,TI,,KG,0.000,0.000,FG Material-Trauma,DHP-2.7/3.5mm medial,DHP - Distal Humeral,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,001,2.7/3.5 Medial Distal Humerus Plate
MT-PT0109149LU,"2.7/3.5 Med Dis Humerus Plate,L,9H L136",TI-PT006,TI,,KG,0.000,0.000,FG Material-Trauma,DHP-2.7/3.5mm medial,DHP - Distal Humeral,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,001,2.7/3.5 Medial Distal Humerus Plate
MT-PT0109149R,"2.7/3.5 Med Dis Humerus Plate,R,9H L136",TI-PT006,TI,08904255305311,KG,0.000,0.000,FG Material-Trauma,DHP-2.7/3.5mm medial,DHP - Distal Humeral,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,001,2.7/3.5 Medial Distal Humerus Plate
MT-PT0109149RA,"2.7/3.5 MED DIS HUMERUS PLATE,R,9H L136",TI-PT006,TI,,KG,0.000,0.000,FG Material-Trauma,DHP-2.7/3.5mm medial,DHP - Distal Humeral,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,001,2.7/3.5 Medial Distal Humerus Plate
MT-PT0109149RU,"2.7/3.5 Med Dis Humerus Plate,R,9H L136",TI-PT006,TI,,KG,0.000,0.000,FG Material-Trauma,DHP-2.7/3.5mm medial,DHP - Distal Humeral,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,001,2.7/3.5 Medial Distal Humerus Plate
MT-PT0114201L,"2.7/3.5 Med Dis Humerus Plate,L,14H L201",TI-PT006,TI,08904255305274,KG,0.000,0.000,FG Material-Trauma,DHP-2.7/3.5mm medial,DHP - Distal Humeral,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,001,2.7/3.5 Medial Distal Humerus Plate
MT-PT0114201LA,"2.7/3.5 MED DIS HUMERUS PLATE,L,14H L201",TI-PT006,TI,,KG,0.000,0.000,FG Material-Trauma,DHP-2.7/3.5mm medial,DHP - Distal Humeral,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,001,2.7/3.5 Medial Distal Humerus Plate
MT-PT0114201R,"2.7/3.5 Med Dis Humerus Plate,R,14H L201",TI-PT006,TI,08904255305328,KG,0.000,0.000,FG Material-Trauma,DHP-2.7/3.5mm medial,DHP - Distal Humeral,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,001,2.7/3.5 Medial Distal Humerus Plate
MT-PT0114201RA,"2.7/3.5 MED DIS HUMERUS PLATE,R,14H L201",TI-PT006,TI,,KG,0.000,0.000,FG Material-Trauma,DHP-2.7/3.5mm medial,DHP - Distal Humeral,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,001,2.7/3.5 Medial Distal Humerus Plate
MT-PT0203055L,"2.7/3.5 Postlat Dis Hume Plate,L,3H L55",TI-PT016,TI,08904255305335,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0203055LA,"2.7/3.5 POST LAT DIST HUM PLT,L,3H L65",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0203055LU,"2.7/3.5 Postlat Dis Hume Plate,L,3H L55",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0203055R,"2.7/3.5 Postlat Dis Hume Plate,R,3H L55",TI-PT016,TI,08904255305380,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0203055RA,"2.7/3.5 POST LAT DIST HUM PLT,R,3H L65",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0203055RU,"2.7/3.5 Postlat Dis Hume Plate,R,3H L55",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0205090L,"2.7/3.5 Postlat Dis Hume Plate,L,5H L90",TI-PT016,TI,08904255305342,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0205090LA,"2.7/3.5 POST LAT DIST HUM PLT,L,5H L91",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0205090LU,"2.7/3.5 Postlat Dis Hume Plate,L,5H L90",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0205090R,"2.7/3.5 Postlat Dis Hume Plate,R,5H L90",TI-PT016,TI,08904255305397,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0205090RA,"2.7/3.5 POST LAT DIST HUM PLT,R,5H L91",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0205090RU,"2.7/3.5 Postlat Dis Hume Plate,R,5H L90",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0207116L,"2.7/3.5 Postlat Dis Hume Plate,L,7H L116",TI-PT016,TI,08904255305359,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0207116LA,"2.7/3.5 POST LAT DIST HUM PLT,L,7H L117",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0207116LU,"2.7/3.5 Postlat Dis Hume Plate,L,7H L116",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0207116R,"2.7/3.5 Postlat Dis Hume Plate,R,7H L116",TI-PT016,TI,08904255305403,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0207116RA,"2.7/3.5 POST LAT DIST HUM PLT,R,7H L117",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0207116RU,"2.7/3.5 Postlat Dis Hume Plate,R,7H L116",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0209143L,"2.7/3.5 Postlat Dis Hume Plate,L,9H L143",TI-PT016,TI,08904255305366,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0209143LA,"2.7/3.5 POST LAT DIST HUM PLT,L,9H L143",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0209143LU,"2.7/3.5 Postlat Dis Hume Plate,L,9H L143",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0209143R,"2.7/3.5 Postlat Dis Hume Plate,R,9H L143",TI-PT016,TI,08904255305410,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0209143RA,"2.7/3.5 POST LAT DIST HUM PLT,R,9H L143",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0209143RU,"2.7/3.5 Postlat Dis Hume Plate,R,9H L143",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0214208L,"2.7/3.5 Postlat Dis Hum Plate,L,14H L208",TI-PT016,TI,08904255305373,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0214208LA,"2.7/3.5 POST LAT DIST HUM PLT,L,14H L208",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0214208LU,"2.7/3.5 Postlat Dis Hum Plate,L,14H L208",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0214208R,"2.7/3.5 Postlat Dis Hum Plate,R,14H L208",TI-PT016,TI,08904255305427,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0214208RA,"2.7/3.5 POST LAT DIST HUM PLT,R,14H L208",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0214208RU,"2.7/3.5 Postlat Dis Hum Plate,R,14H L208",TI-PT016,TI,,KG,0.000,0.000,FG Material-Trauma,D H Pl 2.7/3.5mm S D,Dis Hume Pl 2.7/3.5m,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,002,2.7/3.5 Posterolateral Distal Humerus Pl
MT-PT0303055L,"2.7/3.5Poslat DiHumPlateLat sup,L,3H L65",TI-PT005,TI,08904255305434,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0303055LA,"2.7/3.5POSLAT DISHU PL LAT SUP,L,3H L65",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0303055LU,"2.7/3.5Poslat DiHumPlateLat sup,L,3H L65",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0303055R,"2.7/3.5Poslat DiHumPlateLat sup,R,3H L65",TI-PT005,TI,08904255305489,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0303055RA,"2.7/3.5POSLAT DISHU PL LAT SUP,R,3H L65",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0303055RU,"2.7/3.5Poslat DiHumPlateLat sup,R,3H L65",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0305090L,"2.7/3.5Poslat DiHumPlateLat sup,L,5H L91",TI-PT005,TI,08904255305441,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0305090LA,"2.7/3.5POSLAT DISHU PL LAT SUP,L,5H L91",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0305090LU,"2.7/3.5Poslat DiHumPlateLat sup,L,5H L91",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0305090R,"2.7/3.5Poslat DiHumPlateLat sup,R,5H L91",TI-PT005,TI,08904255305496,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0305090RA,"2.7/3.5POSLAT DISHU PL LAT SUP,R,5H L91",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0305090RU,"2.7/3.5Poslat DiHumPlateLat sup,R,5H L91",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0307116L,"2.7/3.5Poslat DiHuPlateLat sup,L,7H L117",TI-PT005,TI,08904255305458,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0307116LA,"2.7/3.5POSLAT DISHU PL LAT SUP,L,7H L117",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0307116LU,"2.7/3.5Poslat DiHuPlateLat sup,L,7H L117",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0307116R,"2.7/3.5Poslat DiHuPlateLat sup,R,7H L117",TI-PT005,TI,08904255305502,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0307116RA,"2.7/3.5POSLAT DISHU PL LAT SUP,R,7H L117",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0307116RU,"2.7/3.5Poslat DiHuPlateLat sup,R,7H L117",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0309143L,"2.7/3.5Poslat DiHuPlateLat sup,L,9H L143",TI-PT005,TI,08904255305465,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0309143LA,"2.7/3.5POSLAT DISHU PL LAT SUP,L,9H L143",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0309143LU,"2.7/3.5Poslat DiHuPlateLat sup,L,9H L143",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0309143R,"2.7/3.5Poslat DiHuPlateLat sup,R,9H L143",TI-PT005,TI,08904255305519,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0309143RA,"2.7/3.5POSLAT DISHU PL LAT SUP,R,9H L143",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0309143RU,"2.7/3.5Poslat DiHuPlateLat sup,R,9H L143",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0314208L,"2.7/3.5Poslat DiHuPlateLat supL,14H L208",TI-PT005,TI,08904255305472,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0314208LA,"2.7/3.5POSLATDISHU PL LAT SUP,L,14H L208",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0314208R,"2.7/3.5Poslat DiHuPlateLat supR,14H L208",TI-PT005,TI,08904255305526,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0314208RA,"2.7/3.5POSLATDISHU PL LAT SUP,R,14H L208",TI-PT005,TI,,KG,0.000,0.000,FG Material-Trauma,DHP 2.7/3.5ScD W/L S,DHP 2.7/3.5Sc Dorsol,Trauma - Implant,TR,Trauma,003,Armar (Ti),0006,2.7 Plate,0001,Plate,007,2.7/3.5 Poslat Di Hum Plate Lat Sup
MT-PT0403118,"4.5LPS Large Metaphy Plate,5Hx3SH L118",TI-PT026,TI,08904255303386,KG,0.000,0.000,FG Material-Trauma,LCP M S 3.5/4.5/5 Pl,LCP Metaphyseal 3.5/,Trauma - Implant,TR,Trauma,003,Armar (Ti),0009,4.5 Plate,0001,Plate,005,4.5 LPS Large Metaphyseal Plate
MT-PT0403118XA,"4.5LPS LARGE METAPHYSEAL PL,5HX3SH L118",TI-PT026,TI,,KG,0.000,0.000,FG Material-Trauma,LCP M S 3.5/4.5/5 Pl,LCP Metaphyseal 3.5/,Trauma - Implant,TR,Trauma,003,Armar (Ti),0009,4.5 Plate,0001,Plate,005,4.5 LPS Large Metaphyseal Plate
MT-PT0403118XU,"4.5LPS Large Metaphy Plate,5Hx3SH L118",TI-PT026,TI,,KG,0.000,0.000,FG Material-Trauma,LCP M S 3.5/4.5/5 Pl,LCP Metaphyseal 3.5/,Trauma - Implant,TR,Trauma,003,Armar (Ti),0009,4.5 Plate,0001,Plate,005,4.5 LPS Large Metaphyseal Plate
MT-PT0404136,"4.5LPS Large Metaphy Plate,5Hx4SH L136",TI-PT026,TI,08904255303393,KG,0.000,0.000,FG Material-Trauma,LCP M S 3.5/4.5/5 Pl,LCP Metaphyseal 3.5/,Trauma - Implant,TR,Trauma,003,Armar (Ti),0009,4.5 Plate,0001,Plate,005,4.5 LPS Large Metaphyseal Plate
MT-PT0404136XA,"4.5LPS LARGE METAPHYSEAL PL,5HX4SH L136",TI-PT026,TI,,KG,0.000,0.000,FG Material-Trauma,LCP M S 3.5/4.5/5 Pl,LCP Metaphyseal 3.5/,Trauma - Implant,TR,Trauma,003,Armar (Ti),0009,4.5 Plate,0001,Plate,005,4.5 LPS Large Metaphyseal Plate
MT-PT0404136XU,"4.5LPS Large Metaphy Plate,5Hx4SH L136",TI-PT026,TI,,KG,0.000,0.000,FG Material-Trauma,LCP M S 3.5/4.5/5 Pl,LCP Metaphyseal 3.5/,Trauma - Implant,TR,Trauma,003,Armar (Ti),0009,4.5 Plate,0001,Plate,005,4.5 LPS Large Metaphyseal Plate
MT-PT0405154,"4.5LPS Large Metaphy Plate,5Hx5SH L154",TI-PT026,TI,08904255303409,KG,0.000,0.000,FG Material-Trauma,LCP M S 3.5/4.5/5 Pl,LCP Metaphyseal 3.5/,Trauma - Implant,TR,Trauma,003,Armar (Ti),0009,4.5 Plate,0001,Plate,005,4.5 LPS Large Metaphyseal Plate
